Wed May 20 14:04:44 BST 2015,283,DD:C7:A7:28:92:8F,-70,C4:A7:11:A1:77:3D,-71,D2:39:1D:79:43:7B,-84
Wed May 20 14:04:45 BST 2015,284,DD:C7:A7:28:92:8F,-70,C4:A7:11:A1:77:3D,-71,D2:39:1D:79:43:7B,-85
Wed May 20 14:04:46 BST 2015,285,DD:C7:A7:28:92:8F,-70,C4:A7:11:A1:77:3D,-71,D2:39:1D:79:43:7B,-87
Wed May 20 14:04:47 BST 2015,286,DD:C7:A7:28:92:8F,-70,C4:A7:11:A1:77:3D,-71,D2:39:1D:79:43:7B,-88
Wed May 20 14:04:49 BST 2015,287,C4:A7:11:A1:77:3D,-67,DD:C7:A7:28:92:8F,-70,D2:39:1D:79:43:7B,-86
Wed May 20 14:04:50 BST 2015,288,DD:C7:A7:28:92:8F,-70,C4:A7:11:A1:77:3D,-71,D2:39:1D:79:43:7B,-80
Wed May 20 14:04:51 BST 2015,289,DD:C7:A7:28:92:8F,-70,C4:A7:11:A1:77:3D,-71,D2:39:1D:79:43:7B,-84
Wed May 20 14:04:52 BST 2015,290,DD:C7:A7:28:92:8F,-69,C4:A7:11:A1:77:3D,-71,D2:39:1D:79:43:7B,-88
Wed May 20 14:04:53 BST 2015,291,C4:A7:11:A1:77:3D,-67,DD:C7:A7:28:92:8F,-70,D2:39:1D:79:43:7B,-84
Wed May 20 14:04:54 BST 2015,292,DD:C7:A7:28:92:8F,-70,C4:A7:11:A1:77:3D,-71,D2:39:1D:79:43:7B,-84
Wed May 20 14:04:55 BST 2015,293,DD:C7:A7:28:92:8F,-69,C4:A7:11:A1:77:3D,-70,D2:39:1D:79:43:7B,-85
Wed May 20 14:04:56 BST 2015,294,C4:A7:11:A1:77:3D,-67,DD:C7:A7:28:92:8F,-70,D2:39:1D:79:43:7B,-85
Wed May 20 14:04:57 BST 2015,295,DD:C7:A7:28:92:8F,-69,C4:A7:11:A1:77:3D,-71,D2:39:1D:79:43:7B,-85
Wed May 20 14:04:58 BST 2015,296,DD:C7:A7:28:92:8F,-70,C4:A7:11:A1:77:3D,-71,D2:39:1D:79:43:7B,-85
Wed May 20 14:04:59 BST 2015,297,DD:C7:A7:28:92:8F,-70,C4:A7:11:A1:77:3D,-71,D2:39:1D:79:43:7B,-86
Wed May 20 14:05:00 BST 2015,298,C4:A7:11:A1:77:3D,-67,DD:C7:A7:28:92:8F,-70,D2:39:1D:79:43:7B,-86
Wed May 20 14:05:01 BST 2015,299,DD:C7:A7:28:92:8F,-69,C4:A7:11:A1:77:3D,-70,D2:39:1D:79:43:7B,-85
Wed May 20 14:05:02 BST 2015,300,C4:A7:11:A1:77:3D,-67,DD:C7:A7:28:92:8F,-70,D2:39:1D:79:43:7B,-87
Wed May 20 14:05:04 BST 2015,301,C4:A7:11:A1:77:3D,-70,DD:C7:A7:28:92:8F,-71,D2:39:1D:79:43:7B,-85
Wed May 20 14:05:05 BST 2015,302,C4:A7:11:A1:77:3D,-70,DD:C7:A7:28:92:8F,-71,D2:39:1D:79:43:7B,-82
Wed May 20 14:05:06 BST 2015,303,C4:A7:11:A1:77:3D,-67,DD:C7:A7:28:92:8F,-70,D2:39:1D:79:43:7B,-88
Wed May 20 14:05:07 BST 2015,304,DD:C7:A7:28:92:8F,-70,C4:A7:11:A1:77:3D,-71,D2:39:1D:79:43:7B,-86
Wed May 20 14:05:08 BST 2015,305,DD:C7:A7:28:92:8F,-69,C4:A7:11:A1:77:3D,-70,D2:39:1D:79:43:7B,-88
Wed May 20 14:05:09 BST 2015,306,C4:A7:11:A1:77:3D,-70,DD:C7:A7:28:92:8F,-70,D2:39:1D:79:43:7B,-87
Wed May 20 14:05:10 BST 2015,307,C4:A7:11:A1:77:3D,-70,DD:C7:A7:28:92:8F,-70,D2:39:1D:79:43:7B,-85
Wed May 20 14:05:11 BST 2015,308,C4:A7:11:A1:77:3D,-67,DD:C7:A7:28:92:8F,-69,D2:39:1D:79:43:7B,-88
Wed May 20 14:05:12 BST 2015,309,DD:C7:A7:28:92:8F,-70,C4:A7:11:A1:77:3D,-71,D2:39:1D:79:43:7B,-87
Wed May 20 14:05:13 BST 2015,310,C4:A7:11:A1:77:3D,-70,DD:C7:A7:28:92:8F,-70,D2:39:1D:79:43:7B,-85
Wed May 20 14:05:14 BST 2015,311,DD:C7:A7:28:92:8F,-70,C4:A7:11:A1:77:3D,-71,D2:39:1D:79:43:7B,-87
Wed May 20 14:05:15 BST 2015,312,C4:A7:11:A1:77:3D,-70,DD:C7:A7:28:92:8F,-70,D2:39:1D:79:43:7B,-87
Wed May 20 14:05:16 BST 2015,313,C4:A7:11:A1:77:3D,-67,DD:C7:A7:28:92:8F,-70,D2:39:1D:79:43:7B,-82
Wed May 20 14:05:17 BST 2015,314,C4:A7:11:A1:77:3D,-70,DD:C7:A7:28:92:8F,-70,D2:39:1D:79:43:7B,-88
Wed May 20 14:05:18 BST 2015,315,DD:C7:A7:28:92:8F,-70,C4:A7:11:A1:77:3D,-71,D2:39:1D:79:43:7B,-88
Wed May 20 14:05:20 BST 2015,316,DD:C7:A7:28:92:8F,-70,C4:A7:11:A1:77:3D,-72,D2:39:1D:79:43:7B,-82
Wed May 20 14:05:21 BST 2015,317,C4:A7:11:A1:77:3D,-67,DD:C7:A7:28:92:8F,-70,D2:39:1D:79:43:7B,-86
Wed May 20 14:05:22 BST 2015,318,DD:C7:A7:28:92:8F,-70,C4:A7:11:A1:77:3D,-71,D2:39:1D:79:43:7B,-86
Wed May 20 14:05:23 BST 2015,319,DD:C7:A7:28:92:8F,-69,C4:A7:11:A1:77:3D,-71,D2:39:1D:79:43:7B,-88
Wed May 20 14:05:24 BST 2015,320,C4:A7:11:A1:77:3D,-71,DD:C7:A7:28:92:8F,-71,D2:39:1D:79:43:7B,-89
Wed May 20 14:05:25 BST 2015,321,DD:C7:A7:28:92:8F,-70,C4:A7:11:A1:77:3D,-71,D2:39:1D:79:43:7B,-87
Wed May 20 14:05:26 BST 2015,322,DD:C7:A7:28:92:8F,-69,C4:A7:11:A1:77:3D,-70,D2:39:1D:79:43:7B,-87
Wed May 20 14:05:27 BST 2015,323,DD:C7:A7:28:92:8F,-70,C4:A7:11:A1:77:3D,-71,D2:39:1D:79:43:7B,-81
Wed May 20 14:05:28 BST 2015,324,DD:C7:A7:28:92:8F,-69,C4:A7:11:A1:77:3D,-70,D2:39:1D:79:43:7B,-88
Wed May 20 14:05:29 BST 2015,325,DD:C7:A7:28:92:8F,-70,C4:A7:11:A1:77:3D,-71,D2:39:1D:79:43:7B,-82
Wed May 20 14:05:30 BST 2015,326,DD:C7:A7:28:92:8F,-69,C4:A7:11:A1:77:3D,-71,D2:39:1D:79:43:7B,-84
Wed May 20 14:05:31 BST 2015,327,DD:C7:A7:28:92:8F,-69,C4:A7:11:A1:77:3D,-71,D2:39:1D:79:43:7B,-85
Wed May 20 14:05:33 BST 2015,328,DD:C7:A7:28:92:8F,-69,C4:A7:11:A1:77:3D,-71,D2:39:1D:79:43:7B,-83
Wed May 20 14:05:34 BST 2015,329,C4:A7:11:A1:77:3D,-70,DD:C7:A7:28:92:8F,-70,D2:39:1D:79:43:7B,-85
Wed May 20 14:05:35 BST 2015,330,DD:C7:A7:28:92:8F,-69,C4:A7:11:A1:77:3D,-70,D2:39:1D:79:43:7B,-84
Wed May 20 14:05:36 BST 2015,331,DD:C7:A7:28:92:8F,-69,C4:A7:11:A1:77:3D,-71,D2:39:1D:79:43:7B,-82
Wed May 20 14:05:37 BST 2015,332,C4:A7:11:A1:77:3D,-70,DD:C7:A7:28:92:8F,-71,D2:39:1D:79:43:7B,-81
Wed May 20 14:05:38 BST 2015,333,C4:A7:11:A1:77:3D,-67,DD:C7:A7:28:92:8F,-70,D2:39:1D:79:43:7B,-87
Wed May 20 14:05:39 BST 2015,334,C4:A7:11:A1:77:3D,-67,DD:C7:A7:28:92:8F,-70,D2:39:1D:79:43:7B,-88
Wed May 20 14:05:40 BST 2015,335,C4:A7:11:A1:77:3D,-67,DD:C7:A7:28:92:8F,-70,D2:39:1D:79:43:7B,-85
Wed May 20 14:05:41 BST 2015,336,DD:C7:A7:28:92:8F,-69,C4:A7:11:A1:77:3D,-70,D2:39:1D:79:43:7B,-87
Wed May 20 14:05:42 BST 2015,337,C4:A7:11:A1:77:3D,-71,DD:C7:A7:28:92:8F,-71,D2:39:1D:79:43:7B,-87
Wed May 20 14:05:43 BST 2015,338,C4:A7:11:A1:77:3D,-70,DD:C7:A7:28:92:8F,-70,D2:39:1D:79:43:7B,-84
Wed May 20 14:05:44 BST 2015,339,DD:C7:A7:28:92:8F,-70,C4:A7:11:A1:77:3D,-71,D2:39:1D:79:43:7B,-86
Wed May 20 14:05:45 BST 2015,340,C4:A7:11:A1:77:3D,-70,DD:C7:A7:28:92:8F,-70,D2:39:1D:79:43:7B,-85
Wed May 20 14:05:46 BST 2015,341,DD:C7:A7:28:92:8F,-70,C4:A7:11:A1:77:3D,-71,D2:39:1D:79:43:7B,-87
Wed May 20 14:05:48 BST 2015,342,DD:C7:A7:28:92:8F,-69,C4:A7:11:A1:77:3D,-71,D2:39:1D:79:43:7B,-87
Wed May 20 14:05:49 BST 2015,343,DD:C7:A7:28:92:8F,-70,C4:A7:11:A1:77:3D,-71,D2:39:1D:79:43:7B,-88
Wed May 20 14:05:50 BST 2015,344,DD:C7:A7:28:92:8F,-70,C4:A7:11:A1:77:3D,-71,D2:39:1D:79:43:7B,-87
Wed May 20 14:05:51 BST 2015,345,C4:A7:11:A1:77:3D,-67,DD:C7:A7:28:92:8F,-71,D2:39:1D:79:43:7B,-88
